scenario,job1,job2,profile1,profile2,comm_vol_1,comm_vol_2,topology,placement_policy,network_congestion_ms,job_completion_time_s,sla_compliance
216,SqueezeNet,DistBERT,C,C,2.4428113528244757,5.305091850504086,Ring,CommAware,35.84653805681149,1715.662113194535,1
217,ELECTRA,CineNet,B,D,12.810130974702902,5.868636063472285,FatTree,TopoAware,101.98155060297135,2546.8132694278684,0
218,ELECTRA,CineNet,B,D,10.776100720113057,5.156318448656023,HyperX,TopoAware,91.86548849989592,2329.5764468629686,1
219,CatBoost,LightGBM,C,C,2.6080092630612945,12.810082793663609,Ring,FIFO,82.26770452391142,2159.422127200719,1
220,SqueezeNet,GPT3small,C,B,3.395936610547763,5.2237723304062245,Mesh4D,Random,86.81774129754885,2019.3786186370098,1
221,BERTbase,ResNet50,B,A,10.762794647323416,0.7024822864543521,Dragonfly,TopoAware,59.142893022654825,2306.4578717801946,1
222,MobileNetEdge,DeepFM,C,C,7.755300684492882,27.812489036588183,Dragonfly,TopoAware,61.184146792737835,1918.2703171366097,1
223,MobileNetEdge,CineNet,C,D,6.2121057837737705,5.115664879855596,Clos,FIFO,70.89058548736946,1961.413419270526,1
224,T5base,CatBoost,B,C,9.376609553107777,3.374602276628974,Dragonfly,FIFO,79.63657487004284,2253.8447060114763,1
225,BERTlarge,CosmoFlow,B,D,5.616160154392877,11.490212145716901,Clos,Random,135.13290344824676,2892.539731821791,0
226,ELECTRA,ResNet152,B,A,13.203644374268737,0.44983809862576785,Dragonfly,Random,87.69739738846846,2054.9683753185504,1
227,VGG16,CosmoFlow,A,D,0.1986441455763788,16.250501776418506,Mesh4D,Random,85.48795546252892,2105.932026518194,1
228,GPT3small,LightGBM,B,C,4.55114435014597,11.50541998746835,Clos,Random,79.20056355841564,1920.58228703312,1
229,DistBERT,XGBoost,C,C,6.550341040590107,4.720862415485125,Dragonfly,Random,94.24333728601057,2265.443343449863,1
230,BERTbase,DistBERT,B,C,9.310821401517018,2.791894154707845,Dragonfly,Random,95.93298668229532,2291.9320511330675,1
231,ELECTRA,ELECTRA,B,B,11.4037061304538,14.181172066961967,Mesh4D,Random,175.43469084873175,3633.161578790751,0
232,Operator,TinyBERT,D,C,12.31040870239971,1.4225245737095684,Mesh4D,FIFO,83.35746259572097,2381.697820921817,1
233,MobileNetEdge,InceptionV3,C,A,4.845318625248715,0.11479960765736723,Dragonfly,CommAware,19.691033063772682,1424.1059654195985,1
234,ResNet101,HydroNet,A,D,0.5056519811370666,13.449682077393797,HyperX,FIFO,52.63271886971661,1920.0279076227728,1
235,MobileNet,ResNet50,A,A,2.1017460587185814,0.8663689254096625,HyperX,Random,51.388265486794474,1750.7815832771682,1
236,ViTbase,CatBoost,B,C,9.059070710470195,4.882974481024135,Mesh4D,CommAware,35.58358874404245,1507.0383376302736,1
237,Wide&Deep,MobileNetEdge,C,C,8.697029575698402,4.718846579914124,FatTree,Random,77.92444946286099,2171.940454979267,1
238,DLRM,BERTbase,C,B,26.84254292530828,8.935576098796894,FatTree,Random,82.62588398264532,2161.062483868108,1
239,CatBoost,ExaNN,C,D,5.858317356572961,7.867179753578858,Dragonfly,TopoAware,78.00870644699401,2414.067065595773,1
240,DistBERT,TabNet,C,C,2.7024528354657624,7.733169044700748,HyperX,TopoAware,41.17830464218344,1683.4358843022007,1
241,Xception,DistBERT,A,C,0.0912189755997015,2.506163348261974,Dragonfly,Random,39.98753633394176,1861.6678335352628,1
242,TinyBERT,ViTbase,C,B,3.7355988605685995,12.96790325757574,Mesh4D,TopoAware,56.041695327378356,1594.959773352935,1
243,MobileNet,CineNet,A,D,0.7236830985328819,6.148683633479841,Ring,CommAware,43.348896316173125,1598.629776233862,1
244,DLRM,InceptionResNet,C,C,17.108223784086025,1.636208697257332,FatTree,Random,77.90589781134726,1970.1973654241563,1
245,GPT3small,CosmoFlow,B,D,4.369560986780163,16.269968076439003,Clos,TopoAware,87.94490884809929,2429.7217344750284,1
246,ResNet101,GPT2,A,B,0.4866329307432894,13.127087792113784,HyperX,CommAware,21.331317326575444,1499.5591576725446,1
247,T5base,DLRM,B,C,9.041566684256136,16.9726378906619,Clos,TopoAware,38.89677385797938,1802.08316584115,1
248,DeepFM,CineNet,C,D,23.8123958833689,6.410574611181586,Mesh4D,Random,98.93771360575386,2613.1433562578477,1
249,ViTlarge,Wide&Deep,B,C,4.880030608643126,15.353728978326792,HyperX,Random,73.86247854895,2364.3771152794548,1
250,DistBERT,MobileNetV2,C,C,5.206653437712548,7.712617515289696,Dragonfly,CommAware,36.9281412498231,1631.3764919681132,1
251,T5base,HydroNet,B,D,11.283846541370155,10.299935586282105,Clos,TopoAware,86.29375176020963,1905.2988299104145,1
252,EfficientNetLite,ResNet152,C,A,1.4819727090248698,0.19219061429050047,Ring,TopoAware,36.209761338958835,1662.443772180322,1
253,Xception,ELECTRA,A,B,0.23845388590042607,14.15331672269137,FatTree,CommAware,27.754883713569875,1424.4004628393168,1
254,SqueezeNet,CosmoFlow,C,D,6.278506387369146,13.696693786899306,Clos,Random,82.42679225390927,1986.5870159606927,1
255,GPT2,BERTbase,B,B,8.529808797194603,12.837647332160135,Mesh4D,CommAware,62.05071717259547,1765.3305718891831,1
256,InceptionResNet,EfficientNet,C,A,1.405435062197463,0.1617095736856564,Dragonfly,Random,50.05369769469543,1893.533192949768,1
257,MobileNetEdge,DeepCAM,C,D,4.451944492837155,7.139006234713345,HyperX,FIFO,69.83274295488503,1940.6791265298796,1
258,LightGBM,DLRM,C,C,11.52251099531959,9.878661954211678,Mesh4D,Random,96.96054976283938,2758.6477552812157,1
259,VGG16,TabNet,A,C,0.25612252492817317,3.6379781047308217,Clos,FIFO,27.164786005376325,1692.8695936000286,1
260,XGBoost,DeepFM,C,C,6.573912769535364,24.535125312092877,HyperX,CommAware,27.64203443145924,1720.299358657083,1
261,TinyBERT,CineNet,C,D,1.722194157559508,5.955690306836617,FatTree,TopoAware,62.365499707694354,2091.62740286257,1
262,EfficientNetLite,DLRM,C,C,2.4640741947226754,12.464156245425828,Ring,CommAware,45.05046994658405,1867.628636739949,1
263,DeepCAM,ELECTRA,D,B,6.664257371963258,14.083986275693135,HyperX,Random,134.55868834539504,2614.0790565878037,0
264,CineNet,EfficientNet,D,A,5.690348343599021,0.2866528301509516,FatTree,TopoAware,50.319817490658785,1564.1223358645666,1
265,MobileNet,Operator,A,D,2.0447579576322785,12.544764273186615,HyperX,CommAware,23.242934939327824,1472.5504420169268,1
266,VGG16,MobileNetEdge,A,C,0.23913935144678924,6.463423524249325,FatTree,CommAware,16.173892410851,1266.543765429426,1
267,InceptionResNet,LightGBM,C,C,1.088197485331672,7.423300861197887,FatTree,CommAware,25.82969126126839,1389.964521093631,1
268,GPT3small,BERTlarge,B,B,5.531758550984039,6.463625087322266,Ring,TopoAware,128.59316352825783,2572.310480777431,0
269,LightGBM,Wide&Deep,C,C,5.787397230740585,10.269595777937475,Clos,TopoAware,38.148337580786524,1515.9513401729798,1
270,T5base,Wide&Deep,B,C,9.229532788641443,14.256346002815484,Dragonfly,CommAware,45.398956226446536,1689.9845397552785,1
271,GPT3small,CatBoost,B,C,6.114397614201112,3.2291565067305186,Clos,Random,69.83421344673172,2448.124691256217,1
272,CosmoFlow,CatBoost,D,C,10.536012742913508,2.225600413695774,Mesh4D,Random,101.96327200617273,2752.622736293464,0
273,InceptionV3,DeepFM,A,C,0.29561628495024883,13.584936505639439,FatTree,Random,41.06033932351929,1370.5214000406831,1
274,DeepFM,DLRM,C,C,13.556152776250649,27.709747000419163,Clos,FIFO,52.32327218071542,1794.7137701561762,1
275,DeepFM,ResNet101,C,A,28.053301511617406,0.3570730190197978,Clos,FIFO,22.986900393048852,1599.2049762270035,1
276,BERTlarge,MobileNetEdge,B,C,5.6671794013968615,4.036731587902745,Dragonfly,TopoAware,64.99225868798877,2155.765917888983,1
277,VGG16,DeepFM,A,C,0.27290591736409403,28.249188091048957,HyperX,TopoAware,19.34094365542228,1245.5386576417256,1
278,ExaNN,DeepCAM,D,D,6.616674693956947,4.943654471958797,FatTree,TopoAware,101.81030335350853,2235.6805798100545,0
279,MobileNetEdge,EfficientNet,C,A,6.785988015421284,0.1605945016892015,Mesh4D,TopoAware,27.86635205268882,1350.4888663071079,1
280,TabNet,ExaNN,C,D,3.6757176363253574,5.740074221882124,FatTree,CommAware,30.291179537420998,1633.2751717377857,1
281,Wide&Deep,LightGBM,C,C,6.0927911729446285,11.193593780486609,Ring,CommAware,44.74449649016726,1697.5761921969988,1
282,EfficientNetLite,ExaNN,C,D,1.5750407918283744,7.863062441528727,FatTree,TopoAware,53.724387103253235,1909.8101519749046,1
283,VGG16,CineNet,A,D,0.09377941912261123,7.820819744686786,Ring,FIFO,86.5210972833638,2501.6620950025726,1
284,ELECTRA,ResNet50,B,A,9.197873220645963,0.9526669932246516,HyperX,TopoAware,43.549434097361974,1611.7199637161243,1
285,ResNet152,EfficientNetLite,A,C,0.5203313007996687,1.647795900898492,Mesh4D,Random,43.46696977820952,1710.8486430020635,1
286,ExaNN,Operator,D,D,7.951459198623129,10.008463650828393,FatTree,CommAware,67.98354521952493,2138.7901100875497,1
287,BERTbase,CatBoost,B,C,13.221020738892143,4.010685870013974,Clos,FIFO,63.92908587281008,1829.4681228666798,1
288,DeepCAM,EfficientNetLite,D,C,5.118197762627627,2.0416330230091746,HyperX,TopoAware,60.07687844734721,1869.3264867971309,1
289,DistBERT,DeepFM,C,C,6.695316521721607,27.63721104207331,FatTree,Random,74.05452607040546,2140.4024023200045,1
290,MobileNetEdge,ExaNN,C,D,5.835109735242451,8.219860552662611,Ring,Random,124.33923471515648,2607.2512700308394,0
291,T5base,CatBoost,B,C,10.232494487072126,5.8230279060283126,Dragonfly,Random,102.6180529361444,2566.656239220727,0
292,GPT2,T5base,B,B,13.67101167502323,12.323174177863253,Clos,TopoAware,86.33093807117434,2263.946260255935,1
293,GPT3small,TinyBERT,B,C,4.617218829200726,2.2263692184081743,HyperX,CommAware,28.311384734645408,1720.875001684392,1
294,CosmoFlow,TabNet,D,C,16.253576898159626,2.8264875687103532,Ring,FIFO,98.70434611240674,2560.2560331578875,1
295,ExaNN,LightGBM,D,C,6.867907414975383,10.57470679785432,HyperX,TopoAware,54.84679723086219,2204.1634681242226,1
296,XGBoost,GPT3small,C,B,5.181981316875989,4.525123240057006,Ring,Random,98.57399973989442,2324.056985628461,1
297,ViTbase,MobileNetEdge,B,C,12.662403038413832,5.5132072893859005,FatTree,TopoAware,50.8644881509613,1930.2181055605752,1
298,DeepFM,ELECTRA,C,B,26.516384754364335,8.697620520340955,HyperX,FIFO,57.95026081556591,2078.922110719702,1
299,MobileNet,LightGBM,A,C,1.4790743321692896,12.608249539658225,HyperX,TopoAware,18.23344385838315,1422.078956998752,1
300,MobileNetEdge,DLRM,C,C,7.548199557208287,8.973236648721818,Clos,CommAware,26.31043674973105,1546.1721794181626,1
301,ViTlarge,T5base,B,B,6.793691376371311,11.02726608196137,FatTree,TopoAware,104.58639128994324,2724.0502983930664,0
302,LightGBM,Operator,C,D,11.911260530657671,10.161362100845881,Dragonfly,CommAware,47.63659923510358,1672.0995828984496,1
303,ResNet152,DeepFM,A,C,0.2722059441379679,19.18205462808863,Mesh4D,FIFO,38.13428847562868,1627.8437708623117,1
304,Wide&Deep,DLRM,C,C,11.086417118611898,29.088267755452907,HyperX,CommAware,26.274173855125635,1314.160228659141,1
305,Operator,MobileNetEdge,D,C,12.466517431653942,4.803443996458185,Ring,TopoAware,82.81334459792765,2625.879304547149,1
306,Xception,LightGBM,A,C,0.1512436461012191,13.349476747209865,Mesh4D,Random,44.400730681111845,2127.147992043931,1
307,BERTbase,TabNet,B,C,12.017279141871468,2.748878842816628,HyperX,Random,72.51772069319696,1697.1915166866058,1
308,GPT2,ViTbase,B,B,11.068403008203864,13.79773215849675,Ring,TopoAware,126.85215573573112,2467.3537957407243,0
309,XGBoost,ViTlarge,C,B,3.5715875488896645,6.172632380811216,HyperX,Random,77.25975202914132,1953.587660177094,1
310,ExaNN,MobileNet,D,A,4.607679027591974,1.8916298245168697,FatTree,TopoAware,50.76502420416482,1895.9877433199542,1
311,VGG16,CineNet,A,D,0.22409951543835496,4.9368394910673885,FatTree,TopoAware,58.31017493147518,2247.8617168331225,1
312,EfficientNetLite,ViTlarge,C,B,2.061098181732555,6.933918278113936,Clos,TopoAware,55.857025719351924,2050.6259097412485,1
313,ResNet101,ViTbase,A,B,0.37596912448289405,9.291566560460147,HyperX,FIFO,53.458163508247985,1676.5459268075713,1
314,ResNet101,Operator,A,D,0.39028536264649366,10.237601003692241,Ring,TopoAware,70.0338500467777,2005.0192900596467,1
315,MobileNetEdge,ResNet50,C,A,2.349312712161,0.41070296561137104,HyperX,TopoAware,11.003048869546282,1413.3628992278077,1
316,DistBERT,TabNet,C,C,6.919944869042468,6.047209112014584,FatTree,FIFO,70.40108567420995,1917.7835357017905,1
317,BERTbase,CineNet,B,D,13.050767940954609,7.601841663889216,Mesh4D,CommAware,60.20346035667638,1811.3905958831767,1
318,MobileNetV2,TinyBERT,C,C,5.0971318135779455,2.5082919517573083,Mesh4D,Random,91.49390259283258,2100.7580675500944,1
319,ResNet50,ResNet50,A,A,0.3229029839151758,0.8812401476578358,Mesh4D,TopoAware,37.29915790914487,1814.1772161682745,1
320,InceptionResNet,HydroNet,C,D,1.9369698609306716,14.142980670065569,Ring,TopoAware,69.85554908212742,2254.405642927672,1
321,ViTlarge,ResNet50,B,A,4.6505759575983285,0.737030729693458,Mesh4D,Random,84.02746275121697,2120.786720312753,1
322,ViTbase,VGG16,B,A,9.690525203022718,0.2832683992557005,Clos,TopoAware,35.363513234447126,1427.9533204000923,1
323,EfficientNet,T5base,A,B,0.1042607510650062,13.262237347379267,HyperX,FIFO,44.18121677473709,1520.6554823352644,1
324,MobileNetEdge,DistBERT,C,C,7.770690446438132,5.208672390944324,Ring,CommAware,41.80949779814226,1591.3976974256186,1
325,DLRM,MobileNetV2,C,C,30.746485027033884,4.823907153726782,Ring,CommAware,34.45982225249424,1630.1006724510476,1
326,DistBERT,ResNet152,C,A,3.5782089147074383,0.23758072651719236,Clos,FIFO,26.359280907076055,1456.6583449640978,1
327,CatBoost,ViTbase,C,B,3.0418796875228384,11.823011229138233,Mesh4D,TopoAware,58.81549092908423,1995.4871276145984,1
328,DLRM,MobileNetEdge,C,C,22.613655846035233,5.345450958739011,Mesh4D,FIFO,65.25225202773792,2065.1076895531182,1
329,CatBoost,Xception,C,A,4.810612413674912,0.1971805313904742,Mesh4D,Random,43.26869830747287,1786.2301716158013,1
330,ViTlarge,CatBoost,B,C,5.815569066299045,2.4291239956542907,Ring,TopoAware,68.39177361157172,2352.0792766268664,1
331,ViTlarge,EfficientNet,B,A,5.568625474436371,0.2957221600866041,FatTree,TopoAware,52.430251253860845,1821.3290568468656,1
332,TinyBERT,ViTbase,C,B,3.221124845426437,10.703280888891259,FatTree,FIFO,54.12162893010652,2333.0544623420096,1
333,DLRM,GPT3small,C,B,18.510793069507415,5.966033408261121,Dragonfly,FIFO,85.60367229280199,2298.114799430545,1
334,MobileNetEdge,BERTbase,C,B,4.603153954812365,13.327722468980244,Mesh4D,Random,93.82372837303154,2520.399752841601,1
335,GPT2,InceptionResNet,B,C,13.796767168641207,1.1370659527161329,Clos,CommAware,30.995000418055312,1713.3548220761938,1
336,CatBoost,ELECTRA,C,B,4.000421736306929,12.678391782201961,Mesh4D,FIFO,82.83466769099779,2219.784526603823,1
337,MobileNetEdge,XGBoost,C,C,7.769497256891987,2.611929279411812,Clos,CommAware,34.9463305548437,1425.092080056351,1
338,T5base,GPT2,B,B,12.253680939319313,12.86686081693484,HyperX,CommAware,54.55724103770792,2020.0863607825277,1
339,DistBERT,BERTbase,C,B,3.6979064265116692,12.418216275576553,Clos,FIFO,71.7472229732123,2195.7196015139502,1
340,GPT2,MobileNetV2,B,C,13.944156681562697,5.078686616219447,Clos,Random,74.18365522169584,2051.980337432267,1
341,SqueezeNet,ELECTRA,C,B,2.927620123442564,12.547627321603727,Ring,CommAware,37.69169042310299,1739.9125670442204,1
342,SqueezeNet,ResNet152,C,A,4.409085358807128,0.5577499509596237,Ring,CommAware,17.87742579344695,1178.3189723607252,1
343,ResNet50,DLRM,A,C,1.1810830036573279,22.15964258978903,FatTree,FIFO,35.603292979193256,1449.7591597114254,1
344,DeepFM,InceptionResNet,C,C,19.870314077780268,2.33064676481298,FatTree,TopoAware,58.72755590755427,2101.3855973933064,1
345,LightGBM,MobileNetV2,C,C,9.480168970965295,3.437524618122341,Clos,FIFO,52.37733103353975,1673.6746355334908,1
346,CineNet,VGG16,D,A,7.430013448971445,0.13606711060051072,HyperX,TopoAware,37.63329417746784,1647.734255194815,1
347,Wide&Deep,SqueezeNet,C,C,12.734555669038679,3.9102447329883647,Dragonfly,Random,93.501035324591,2320.212802125917,1
348,DeepCAM,Wide&Deep,D,C,7.869402549630531,10.849238303068717,Ring,FIFO,85.63289555531809,2147.948595139462,1
349,Operator,ExaNN,D,D,11.829707607243122,5.586935495303518,Dragonfly,Random,201.11889563227675,3876.721852036349,0
350,TinyBERT,Wide&Deep,C,C,2.2537958882252718,8.501375740032088,Dragonfly,Random,94.42406635382095,2422.6054722731114,1
351,DLRM,DistBERT,C,C,17.238392764388752,5.706457708867025,Clos,Random,74.86121840624006,1955.5772251535411,1
352,GPT2,EfficientNetLite,B,C,13.919404434068626,3.0522404293741996,Mesh4D,TopoAware,58.33674052282825,1849.9949404828749,1
353,XGBoost,XGBoost,C,C,2.3746602706417885,4.152287655635576,Mesh4D,Random,89.25263979428298,2384.8116418283694,1
354,MobileNetEdge,Wide&Deep,C,C,4.2079355591269065,4.796847230137185,Ring,TopoAware,64.03375795488493,2206.658803445322,1
355,GPT2,TinyBERT,B,C,10.615621204278728,3.5288250535428753,Clos,CommAware,34.7875393624162,1793.6008159885048,1
356,TinyBERT,DistBERT,C,C,1.8916092110797234,2.878625150811684,HyperX,Random,74.37295937646758,2233.728473754599,1
357,ExaNN,EfficientNet,D,A,6.042227812781987,0.23547154873858897,Mesh4D,CommAware,38.76146489070948,1644.5699550635634,1
358,MobileNetEdge,GPT2,C,B,2.7356196102312755,11.44041284546027,FatTree,Random,84.70412172710063,2121.6567996716403,1
359,GPT2,TabNet,B,C,12.543482912398128,7.508421948237443,Clos,FIFO,64.49515674436202,1928.6217725170602,1
360,TabNet,Operator,C,D,7.591945673059253,12.988935644945705,Dragonfly,Random,104.09593592345578,2676.579760274724,0
361,ExaNN,ELECTRA,D,B,5.080041674244779,13.385638491180808,FatTree,CommAware,55.58425588428143,1888.1322370017713,1
362,CineNet,SqueezeNet,D,C,6.189602832973496,3.9929663827408777,HyperX,FIFO,70.22026947931093,1902.4908080701207,1
363,InceptionV3,ViTlarge,A,B,0.22045321686853434,7.0264541648766174,Dragonfly,Random,88.86670832185204,2312.475137335792,1
364,CosmoFlow,Xception,D,A,10.311992835337554,0.27737742282287287,HyperX,FIFO,59.16034798897484,1933.7873526495555,1
365,SqueezeNet,ExaNN,C,D,2.4403839871340693,7.051494327643009,HyperX,TopoAware,52.75809413680315,1836.9812642727743,1
366,MobileNet,MobileNetV2,A,C,1.7602641145362183,5.299373194805895,Mesh4D,FIFO,30.245819816332528,1644.9656113507644,1
367,DeepCAM,InceptionV3,D,A,6.871809791715887,0.2507974175431436,Clos,Random,70.94271021531483,2093.4507174899704,1
368,Xception,VGG16,A,A,0.1334786203296374,0.15266824691119735,Mesh4D,TopoAware,43.1924007044651,1785.0877836791835,1
369,InceptionResNet,DeepCAM,C,D,1.072348533699963,6.902864534336446,FatTree,FIFO,66.55459941926098,1972.7024097933295,1
370,HydroNet,SqueezeNet,D,C,14.161228428966286,2.5345635424493174,HyperX,FIFO,68.2076417101988,1914.6005030222962,1
371,Wide&Deep,GPT3small,C,B,9.13410242518795,4.375114836532565,Clos,FIFO,60.196254182235684,1724.9704643311193,1
372,EfficientNetLite,DLRM,C,C,2.5526130831486507,17.334369158126997,Dragonfly,Random,89.69155896883203,2335.07981282759,1
373,VGG16,MobileNetEdge,A,C,0.1665016657496812,7.532214120719725,Mesh4D,CommAware,10.0,1333.3261592034887,1
374,CosmoFlow,Wide&Deep,D,C,9.733495402797208,11.294713216636605,Dragonfly,TopoAware,73.6294360309652,2086.8778501655256,1
375,Xception,GPT2,A,B,0.24894503438192986,10.266999641879199,Clos,CommAware,25.995443774531903,1317.2004500227195,1
376,DLRM,LightGBM,C,C,27.898719258418833,11.074933090343889,Clos,FIFO,60.1172153618041,2008.9142661450992,1
377,ExaNN,ExaNN,D,D,6.915427464381658,5.41057692803062,Clos,TopoAware,106.62416531161705,2386.077196072318,0
378,Xception,HydroNet,A,D,0.13030667384388442,12.140180108774437,Ring,Random,125.47938894800049,2375.784786087093,0
379,InceptionV3,ResNet152,A,A,0.24470961900308008,0.5632918944654338,Mesh4D,CommAware,27.80260047254081,1608.7448392374502,1
380,GPT3small,DLRM,B,C,4.965353942297556,21.260887857404203,Clos,Random,83.39354873131676,1972.4285664273739,1
381,ResNet50,DeepCAM,A,D,0.39162331465458317,6.4467463632325,HyperX,CommAware,26.7648184353661,1608.1788558093501,1
382,Operator,VGG16,D,A,12.387283585311993,0.20551998780062727,HyperX,CommAware,36.88606287484312,1656.9176279232831,1
383,XGBoost,InceptionV3,C,A,4.3853680460963655,0.24669938181029435,Clos,CommAware,10.0,1343.5010469663719,1
384,Xception,XGBoost,A,C,0.21810955547549285,4.176819159040922,Ring,CommAware,22.58579856032894,1426.241268735682,1
385,ResNet50,ResNet152,A,A,0.34287713169285594,0.47703715087568843,Dragonfly,CommAware,25.335210043710944,1656.1019331447555,1
386,VGG16,ResNet152,A,A,0.17924107198637926,0.17043147666091163,Clos,Random,57.09241801668498,1856.9092835488614,1
387,InceptionResNet,EfficientNet,C,A,3.8232727644711484,0.12587819953117618,HyperX,Random,26.56377030568599,1381.3391214638655,1
388,ResNet152,DeepFM,A,C,0.28953804225423974,25.083323993664052,Mesh4D,CommAware,11.38094575006582,1538.5430074086034,1
389,GPT2,DistBERT,B,C,13.607432558046147,6.7627524700905495,Clos,FIFO,56.930301458061535,1738.2344993622974,1
390,TinyBERT,ELECTRA,C,B,2.59604235986857,9.352728262303629,Ring,Random,101.55006912087393,2055.918749681103,0
391,BERTlarge,MobileNetV2,B,C,6.474800394662838,5.427504848930436,Dragonfly,FIFO,82.45225046268071,1915.1866218699643,1
392,CosmoFlow,CatBoost,D,C,14.899342528366578,6.138391275708944,HyperX,FIFO,57.97118935772231,1867.0605172875596,1
393,T5base,MobileNetV2,B,C,13.749668770250482,6.0591939353437265,Dragonfly,FIFO,82.52962126027232,2267.3074994871263,1
394,DLRM,SqueezeNet,C,C,12.851485747408018,4.06844912779586,Dragonfly,Random,95.69750615310114,2500.8060050261506,1
395,ViTlarge,ResNet50,B,A,5.625126197670777,0.7560053840844712,FatTree,TopoAware,50.7707003003809,1776.0404630926246,1
396,XGBoost,MobileNetEdge,C,C,5.61069791935731,6.906685118337493,Ring,FIFO,82.25859944767159,2023.278118049102,1
397,Operator,XGBoost,D,C,13.100321028823833,5.182187032658693,Ring,Random,111.1082451636731,2395.034449501986,0
398,ELECTRA,EfficientNet,B,A,13.060019846052983,0.19935909203667268,HyperX,CommAware,20.618041554164666,1413.6587551129105,1
399,BERTlarge,CosmoFlow,B,D,5.132895398745933,11.31733238332579,Mesh4D,TopoAware,114.49537007569562,2747.655198358985,0
400,Xception,InceptionV3,A,A,0.2854418471726987,0.2664030586360904,Ring,CommAware,31.33527020344476,1589.4011458368489,1
401,ELECTRA,Xception,B,A,11.628494390940928,0.1397173640348276,Mesh4D,Random,78.85314245908964,1904.3083781749244,1
402,DLRM,EfficientNet,C,A,25.105538353458392,0.16601866175412067,FatTree,Random,33.32099268473851,1372.225254442383,1
403,XGBoost,DeepFM,C,C,2.422538240036279,16.92539987189215,HyperX,TopoAware,45.00009112926394,1812.7596360225525,1
404,InceptionV3,T5base,A,B,0.169125119423013,12.780356850670913,Ring,TopoAware,60.92867564103222,1846.1678129384443,1
405,Wide&Deep,BERTlarge,C,B,4.330879521142908,5.532832100453211,FatTree,Random,82.94085128833996,2202.374969534357,1
406,MobileNet,Wide&Deep,A,C,1.360911546409078,8.150375514660988,Clos,CommAware,10.0,1248.4973672152414,1
407,BERTlarge,SqueezeNet,B,C,5.015321204792681,3.7385314899143256,FatTree,TopoAware,53.68633664699472,1854.8933168902524,1
408,HydroNet,Operator,D,D,11.370222769243535,9.87208899840207,Ring,CommAware,97.1672604514927,2630.302158741342,1
409,ResNet101,CineNet,A,D,0.4667065399457284,5.96239832278907,HyperX,FIFO,49.32468503833407,2110.937239434253,1
410,MobileNetV2,EfficientNet,C,A,3.6452486464551748,0.20947536360810817,FatTree,TopoAware,22.325448224249612,1501.7642614452473,1
411,DeepFM,TinyBERT,C,C,23.906550988190975,2.2132323189700895,Clos,FIFO,58.01889881356945,1855.7990510381953,1
412,BERTbase,TinyBERT,B,C,9.756757052797834,3.118318844537694,Dragonfly,Random,106.12231006566319,2617.2634615191228,0
413,EfficientNet,DLRM,A,C,0.24213561935392114,15.856617886661445,Clos,FIFO,28.951708896141987,1585.8295591067006,1
414,VGG16,Operator,A,D,0.17363662050692127,16.4727146916316,Dragonfly,Random,100.31925850536969,2098.4613518778297,0
415,LightGBM,DistBERT,C,C,4.536346228655348,4.129034885183848,Mesh4D,TopoAware,56.78095122316597,1990.7695409600824,1
416,ResNet152,EfficientNetLite,A,C,0.1865171303413076,3.7617485240038433,Dragonfly,CommAware,19.639383911876607,1489.8131891893245,1
417,XGBoost,TinyBERT,C,C,5.2022476068480765,1.6208037509227338,Dragonfly,TopoAware,67.86010206490815,2128.690943324488,1
418,HydroNet,Xception,D,A,11.909124450539933,0.2821724869042554,Dragonfly,FIFO,84.56489023883007,2651.066550373973,1
419,ExaNN,EfficientNetLite,D,C,7.03259012347295,3.2940530262441485,Ring,Random,130.7069155925554,2595.3137077748675,0
420,TinyBERT,T5base,C,B,3.4005182264389715,10.166583729349501,Mesh4D,FIFO,73.66434675105243,2076.0858515152577,1
421,VGG16,DeepFM,A,C,0.18549653911121214,29.53812233797214,HyperX,TopoAware,22.06030171352639,1418.8127886563866,1
422,GPT3small,ResNet50,B,A,4.5688597571650025,0.7647819493967498,Ring,FIFO,81.0802961174852,2346.400402266694,1
423,LightGBM,XGBoost,C,C,7.496736887773828,3.865899189338073,Dragonfly,CommAware,37.898028782607206,1425.8993218929397,1
424,DistBERT,CosmoFlow,C,D,4.116598204797685,15.248455864714394,HyperX,Random,76.65964673951115,2297.5532586789336,1
425,MobileNetV2,MobileNetV2,C,C,5.703634607197509,4.229065008328218,HyperX,CommAware,22.696764408861625,1378.2175295630173,1
426,CatBoost,BERTbase,C,B,6.824566274641864,10.488673427738394,Ring,TopoAware,77.43793462256214,2148.0946828111782,1
427,DistBERT,DLRM,C,C,4.732507843268128,17.850966277822863,Mesh4D,TopoAware,46.404347966500424,1600.829103350498,1
428,MobileNetV2,DistBERT,C,C,6.321569048697912,7.018942674225686,HyperX,Random,75.30869066767447,2131.9380118549548,1
429,CineNet,DeepFM,D,C,5.860089330895399,17.84378110303773,Ring,Random,122.86304053957049,2752.066700760582,0
430,BERTlarge,TinyBERT,B,C,4.853898841754311,1.9363571099881387,Clos,Random,73.95805314370966,1972.555239505603,1
431,XGBoost,T5base,C,B,5.359899561948423,14.121606030122988,Ring,CommAware,50.69047281285562,1732.4648232471623,1
432,EfficientNetLite,XGBoost,C,C,2.2238145101898636,6.395489395250792,Dragonfly,FIFO,71.7105376563381,1878.2074562272633,1
433,GPT2,ResNet50,B,A,11.535273178571096,0.4038551779610256,Clos,Random,63.37287686970206,2002.1973013067272,1
